Height Min_sample_leaf Min_sample_split Validation_Acc
4 62 62 0.804166666667
4 62 72 0.804166666667
4 62 82 0.804166666667
4 62 92 0.804166666667
4 72 2 0.804166666667
4 72 12 0.804166666667
4 72 22 0.804166666667
4 72 32 0.804166666667
4 72 42 0.804166666667
4 72 52 0.804166666667
4 72 62 0.804166666667
4 72 72 0.804166666667
4 72 82 0.804166666667
4 72 92 0.804166666667
4 82 2 0.804166666667
4 82 12 0.804166666667
4 82 22 0.804166666667
4 82 32 0.804166666667
4 82 42 0.804166666667
4 82 52 0.804166666667
4 82 62 0.804166666667
4 82 72 0.804166666667
4 82 82 0.804166666667
4 82 92 0.804166666667
4 92 2 0.805
4 92 12 0.805
4 92 22 0.805
4 92 32 0.805
4 92 42 0.805
4 92 52 0.805
4 92 62 0.805
4 92 72 0.805
4 92 82 0.805
4 92 92 0.805
5 2 2 0.804
5 2 12 0.804
5 2 22 0.804
5 2 32 0.804333333333
5 2 42 0.804333333333
5 2 52 0.804333333333
5 2 62 0.804333333333
5 2 72 0.804333333333
5 2 82 0.804333333333
5 2 92 0.804333333333
5 12 2 0.803833333333
5 12 12 0.803833333333
5 12 22 0.803833333333
5 12 32 0.803833333333
5 12 42 0.8045
5 12 52 0.804333333333
5 12 62 0.804333333333
5 12 72 0.804333333333
5 12 82 0.804333333333
5 12 92 0.804333333333
5 22 2 0.803666666667
5 22 12 0.803666666667
5 22 22 0.803666666667
5 22 32 0.803666666667
5 22 42 0.803666666667
5 22 52 0.803666666667
5 22 62 0.803666666667
5 22 72 0.803666666667
5 22 82 0.805
5 22 92 0.805
5 32 2 0.803166666667
5 32 12 0.803166666667
5 32 22 0.803166666667
5 32 32 0.803166666667
5 32 42 0.803166666667
5 32 52 0.803166666667
5 32 62 0.803166666667
5 32 72 0.803166666667
5 32 82 0.8045
5 32 92 0.8045
5 42 2 0.803833333333
5 42 12 0.803833333333
5 42 22 0.803833333333
5 42 32 0.803833333333
5 42 42 0.803833333333
5 42 52 0.803833333333
5 42 62 0.803833333333
5 42 72 0.803833333333
5 42 82 0.803833333333
5 42 92 0.803833333333
5 52 2 0.802333333333
5 52 12 0.802333333333
5 52 22 0.802333333333
5 52 32 0.802333333333
5 52 42 0.802333333333
5 52 52 0.802333333333
5 52 62 0.802333333333
5 52 72 0.802333333333
5 52 82 0.802333333333
5 52 92 0.802333333333
5 62 2 0.803666666667
5 62 12 0.803666666667
5 62 22 0.803666666667
5 62 32 0.803666666667
5 62 42 0.803666666667
5 62 52 0.803666666667
5 62 62 0.803666666667
5 62 72 0.803666666667
5 62 82 0.803666666667
5 62 92 0.803666666667
5 72 2 0.804833333333
5 72 12 0.804833333333
5 72 22 0.804833333333
5 72 32 0.804833333333
5 72 42 0.804833333333
5 72 52 0.804833333333
5 72 62 0.804833333333
5 72 72 0.804833333333
5 72 82 0.804833333333
5 72 92 0.804833333333
5 82 2 0.804833333333
5 82 12 0.804833333333
5 82 22 0.804833333333
5 82 32 0.804833333333
5 82 42 0.804833333333
5 82 52 0.804833333333
5 82 62 0.804833333333
5 82 72 0.804833333333
5 82 82 0.804833333333
5 82 92 0.804833333333
5 92 2 0.8045
5 92 12 0.8045
5 92 22 0.8045
5 92 32 0.8045
5 92 42 0.8045
5 92 52 0.8045
5 92 62 0.8045
5 92 72 0.8045
5 92 82 0.8045
5 92 92 0.8045
6 2 2 0.805166666667
6 2 12 0.805166666667
6 2 22 0.8045
6 2 32 0.804166666667
6 2 42 0.805
6 2 52 0.805
6 2 62 0.805
6 2 72 0.804
6 2 82 0.804
6 2 92 0.804
6 12 2 0.803166666667
6 12 12 0.803166666667
6 12 22 0.803166666667
6 12 32 0.802666666667
6 12 42 0.804166666667
6 12 52 0.804
6 12 62 0.805
6 12 72 0.804
6 12 82 0.804
6 12 92 0.804
6 22 2 0.804833333333
6 22 12 0.804833333333
6 22 22 0.804833333333
6 22 32 0.804833333333
6 22 42 0.804833333333
6 22 52 0.804333333333
6 22 62 0.804333333333
6 22 72 0.803333333333
6 22 82 0.804666666667
6 22 92 0.804666666667
6 32 2 0.802833333333
6 32 12 0.802833333333
6 32 22 0.802833333333
6 32 32 0.802833333333
6 32 42 0.802833333333
6 32 52 0.802833333333
6 32 62 0.802833333333
6 32 72 0.802833333333
6 32 82 0.804166666667
6 32 92 0.804166666667
6 42 2 0.804
6 42 12 0.804
6 42 22 0.804
6 42 32 0.804
6 42 42 0.804
6 42 52 0.804
6 42 62 0.804
6 42 72 0.804
6 42 82 0.804
6 42 92 0.804
6 52 2 0.8025
6 52 12 0.8025
6 52 22 0.8025
6 52 32 0.8025
6 52 42 0.8025
6 52 52 0.8025
6 52 62 0.8025
6 52 72 0.8025
6 52 82 0.8025
6 52 92 0.8025
6 62 2 0.8025
6 62 12 0.8025
6 62 22 0.8025
6 62 32 0.8025
6 62 42 0.8025
6 62 52 0.8025
6 62 62 0.8025
6 62 72 0.8025
6 62 82 0.8025
6 62 92 0.8025
6 72 2 0.803833333333
6 72 12 0.803833333333
6 72 22 0.803833333333
6 72 32 0.803833333333
6 72 42 0.803833333333
6 72 52 0.803833333333
6 72 62 0.803833333333
6 72 72 0.803833333333
6 72 82 0.803833333333
6 72 92 0.803833333333
6 82 2 0.804833333333
6 82 12 0.804833333333
6 82 22 0.804833333333
6 82 32 0.804833333333
6 82 42 0.804833333333
6 82 52 0.804833333333
6 82 62 0.804833333333
6 82 72 0.804833333333
6 82 82 0.804833333333
6 82 92 0.804833333333
6 92 2 0.805
6 92 12 0.805
6 92 22 0.805
6 92 32 0.805
6 92 42 0.805
6 92 52 0.805
6 92 62 0.805
6 92 72 0.805
6 92 82 0.805
6 92 92 0.805
7 2 2 0.8025
7 2 12 0.803
7 2 22 0.8025
7 2 32 0.8015
7 2 42 0.802333333333
7 2 52 0.803166666667
7 2 62 0.803166666667
7 2 72 0.802
7 2 82 0.803
7 2 92 0.803
7 12 2 0.803333333333
7 12 12 0.803333333333
7 12 22 0.803333333333
7 12 32 0.801666666667
7 12 42 0.802666666667
7 12 52 0.803166666667
7 12 62 0.804166666667
7 12 72 0.803
7 12 82 0.803
7 12 92 0.803
7 22 2 0.801833333333
7 22 12 0.801833333333
7 22 22 0.801833333333
7 22 32 0.801833333333
7 22 42 0.801833333333
7 22 52 0.801333333333
7 22 62 0.801333333333
7 22 72 0.800166666667
7 22 82 0.8015
7 22 92 0.8015
7 32 2 0.800833333333
7 32 12 0.800833333333
7 32 22 0.800833333333
7 32 32 0.800833333333
7 32 42 0.800833333333
7 32 52 0.800833333333
7 32 62 0.800833333333
7 32 72 0.801166666667
7 32 82 0.8025
7 32 92 0.8025
7 42 2 0.803
7 42 12 0.803
7 42 22 0.803
7 42 32 0.803
7 42 42 0.803
7 42 52 0.803
7 42 62 0.803
7 42 72 0.803
7 42 82 0.803
7 42 92 0.803
7 52 2 0.8015
7 52 12 0.8015
7 52 22 0.8015
7 52 32 0.8015
7 52 42 0.8015
7 52 52 0.8015
7 52 62 0.8015
7 52 72 0.8015
7 52 82 0.8015
7 52 92 0.8015
7 62 2 0.803166666667
7 62 12 0.803166666667
7 62 22 0.803166666667
7 62 32 0.803166666667
7 62 42 0.803166666667
7 62 52 0.803166666667
7 62 62 0.803166666667
7 62 72 0.803166666667
7 62 82 0.803166666667
7 62 92 0.803166666667
7 72 2 0.8
7 72 12 0.8
7 72 22 0.8
7 72 32 0.8
7 72 42 0.8
7 72 52 0.8
7 72 62 0.8
7 72 72 0.8
7 72 82 0.8
7 72 92 0.8
7 82 2 0.804833333333
7 82 12 0.804833333333
7 82 22 0.804833333333
7 82 32 0.804833333333
7 82 42 0.804833333333
7 82 52 0.804833333333
7 82 62 0.804833333333
7 82 72 0.804833333333
7 82 82 0.804833333333
7 82 92 0.804833333333
7 92 2 0.805
7 92 12 0.805
7 92 22 0.805
7 92 32 0.805
7 92 42 0.805
7 92 52 0.805
7 92 62 0.805
7 92 72 0.805
7 92 82 0.805
7 92 92 0.805
8 2 2 0.7985
8 2 12 0.798833333333
8 2 22 0.7985
8 2 32 0.7965
8 2 42 0.7975
8 2 52 0.7985
8 2 62 0.7985
8 2 72 0.797333333333
8 2 82 0.798333333333
8 2 92 0.798333333333
8 12 2 0.802166666667
8 12 12 0.802166666667
8 12 22 0.802166666667
8 12 32 0.800333333333
8 12 42 0.8015
8 12 52 0.801833333333
8 12 62 0.802666666667
8 12 72 0.801166666667
8 12 82 0.801166666667
8 12 92 0.801166666667
8 22 2 0.800166666667
8 22 12 0.800166666667
8 22 22 0.800166666667
8 22 32 0.800166666667
8 22 42 0.800166666667
8 22 52 0.799833333333
8 22 62 0.799833333333
8 22 72 0.798333333333
8 22 82 0.799666666667
8 22 92 0.799666666667
8 32 2 0.799333333333
8 32 12 0.799333333333
8 32 22 0.799333333333
8 32 32 0.799333333333
8 32 42 0.799333333333
8 32 52 0.799333333333
8 32 62 0.799333333333
8 32 72 0.799666666667
8 32 82 0.801
8 32 92 0.801
8 42 2 0.800166666667
8 42 12 0.800166666667
8 42 22 0.800166666667
8 42 32 0.800166666667
8 42 42 0.800166666667
8 42 52 0.800166666667
8 42 62 0.800166666667
8 42 72 0.800166666667
8 42 82 0.800166666667
8 42 92 0.800833333333
8 52 2 0.800666666667
8 52 12 0.800666666667
8 52 22 0.800666666667
8 52 32 0.800666666667
8 52 42 0.800666666667
8 52 52 0.800666666667
8 52 62 0.800666666667
8 52 72 0.800666666667
8 52 82 0.800666666667
8 52 92 0.800666666667
8 62 2 0.804166666667
8 62 12 0.804166666667
8 62 22 0.804166666667
8 62 32 0.804166666667
8 62 42 0.804166666667
8 62 52 0.804166666667
8 62 62 0.804166666667
8 62 72 0.804166666667
8 62 82 0.804166666667
8 62 92 0.804166666667
8 72 2 0.8
8 72 12 0.8
8 72 22 0.8
8 72 32 0.8
8 72 42 0.8
8 72 52 0.8
8 72 62 0.8
8 72 72 0.8
8 72 82 0.8
8 72 92 0.8
8 82 2 0.804833333333
8 82 12 0.804833333333
8 82 22 0.804833333333
8 82 32 0.804833333333
8 82 42 0.804833333333
8 82 52 0.804833333333
8 82 62 0.804833333333
8 82 72 0.804833333333
8 82 82 0.804833333333
8 82 92 0.804833333333
8 92 2 0.805
8 92 12 0.805
8 92 22 0.805
8 92 32 0.805
8 92 42 0.805
8 92 52 0.805
8 92 62 0.805
8 92 72 0.805
8 92 82 0.805
8 92 92 0.805
9 2 2 0.795333333333
9 2 12 0.7955
9 2 22 0.796
9 2 32 0.793833333333
9 2 42 0.795333333333
9 2 52 0.796333333333
9 2 62 0.796666666667
9 2 72 0.795666666667
9 2 82 0.796666666667
9 2 92 0.796666666667
9 12 2 0.798166666667
9 12 12 0.798166666667
9 12 22 0.798166666667
9 12 32 0.796833333333
9 12 42 0.798833333333
9 12 52 0.799
9 12 62 0.801333333333
9 12 72 0.799833333333
9 12 82 0.799833333333
9 12 92 0.799833333333
9 22 2 0.798333333333
9 22 12 0.798333333333
9 22 22 0.798333333333
9 22 32 0.798333333333
9 22 42 0.798333333333
9 22 52 0.798833333333
9 22 62 0.799333333333
9 22 72 0.798333333333
9 22 82 0.799333333333
9 22 92 0.799333333333
9 32 2 0.798833333333
9 32 12 0.798833333333
9 32 22 0.798833333333
9 32 32 0.798833333333
9 32 42 0.798833333333
9 32 52 0.798833333333
9 32 62 0.798833333333
9 32 72 0.799166666667
9 32 82 0.800166666667
9 32 92 0.800166666667
9 42 2 0.799666666667
9 42 12 0.799666666667
9 42 22 0.799666666667
9 42 32 0.799666666667
9 42 42 0.799666666667
9 42 52 0.799666666667
9 42 62 0.799666666667
9 42 72 0.799666666667
9 42 82 0.799666666667
9 42 92 0.800333333333
9 52 2 0.800166666667
9 52 12 0.800166666667
9 52 22 0.800166666667
9 52 32 0.800166666667
9 52 42 0.800166666667
9 52 52 0.800166666667
9 52 62 0.800166666667
9 52 72 0.800166666667
9 52 82 0.800166666667
9 52 92 0.800166666667
9 62 2 0.804166666667
9 62 12 0.804166666667
9 62 22 0.804166666667
9 62 32 0.804166666667
9 62 42 0.804166666667
9 62 52 0.804166666667
9 62 62 0.804166666667
9 62 72 0.804166666667
9 62 82 0.804166666667
9 62 92 0.804166666667
9 72 2 0.799833333333
9 72 12 0.799833333333
9 72 22 0.799833333333
9 72 32 0.799833333333
9 72 42 0.799833333333
9 72 52 0.799833333333
9 72 62 0.799833333333
9 72 72 0.799833333333
9 72 82 0.799833333333
9 72 92 0.799833333333
9 82 2 0.804833333333
9 82 12 0.804833333333
9 82 22 0.804833333333
9 82 32 0.804833333333
9 82 42 0.804833333333
9 82 52 0.804833333333
9 82 62 0.804833333333
9 82 72 0.804833333333
9 82 82 0.804833333333
9 82 92 0.804833333333
9 92 2 0.805
9 92 12 0.805
9 92 22 0.805
9 92 32 0.805
9 92 42 0.805
9 92 52 0.805
9 92 62 0.805
9 92 72 0.805
9 92 82 0.805
9 92 92 0.805
10 2 2 0.793333333333
10 2 12 0.795166666667
10 2 22 0.794833333333
10 2 32 0.7935
10 2 42 0.796333333333
10 2 52 0.797333333333
10 2 62 0.795666666667
10 2 72 0.796666666667
10 2 82 0.795666666667
10 2 92 0.798
10 12 2 0.796333333333
10 12 12 0.796333333333
10 12 22 0.796333333333
10 12 32 0.795333333333
10 12 42 0.796333333333
10 12 52 0.796833333333
10 12 62 0.799166666667
10 12 72 0.797666666667
10 12 82 0.797666666667
10 12 92 0.797666666667
10 22 2 0.7985
10 22 12 0.7985
10 22 22 0.7985
10 22 32 0.7985
10 22 42 0.7985
10 22 52 0.799
10 22 62 0.799666666667
10 22 72 0.798666666667
10 22 82 0.799666666667
10 22 92 0.799666666667
10 32 2 0.7985
10 32 12 0.7985
10 32 22 0.7985
10 32 32 0.7985
10 32 42 0.7985
10 32 52 0.7985
10 32 62 0.7985
10 32 72 0.798833333333
10 32 82 0.799833333333
10 32 92 0.8005
10 42 2 0.799666666667
10 42 12 0.799666666667
10 42 22 0.799666666667
10 42 32 0.799666666667
10 42 42 0.799666666667
10 42 52 0.799666666667
10 42 62 0.799666666667
10 42 72 0.799666666667
10 42 82 0.799666666667
10 42 92 0.800333333333
10 52 2 0.798833333333
10 52 12 0.798833333333
10 52 22 0.798833333333
10 52 32 0.798833333333
10 52 42 0.798833333333
10 52 52 0.798833333333
10 52 62 0.798833333333
10 52 72 0.798833333333
10 52 82 0.798833333333
10 52 92 0.798833333333
10 62 2 0.802833333333
10 62 12 0.802833333333
10 62 22 0.802833333333
10 62 32 0.802833333333
10 62 42 0.802833333333
10 62 52 0.802833333333
10 62 62 0.802833333333
10 62 72 0.802833333333
10 62 82 0.802833333333
10 62 92 0.802833333333
10 72 2 0.799833333333
10 72 12 0.799833333333
10 72 22 0.799833333333
10 72 32 0.799833333333
10 72 42 0.799833333333
10 72 52 0.799833333333
10 72 62 0.799833333333
10 72 72 0.799833333333
10 72 82 0.799833333333
10 72 92 0.799833333333
10 82 2 0.804833333333
10 82 12 0.804833333333
10 82 22 0.804833333333
10 82 32 0.804833333333
10 82 42 0.804833333333
10 82 52 0.804833333333
10 82 62 0.804833333333
10 82 72 0.804833333333
10 82 82 0.804833333333
10 82 92 0.804833333333
10 92 2 0.805
10 92 12 0.805
10 92 22 0.805
10 92 32 0.805
10 92 42 0.805
10 92 52 0.805
10 92 62 0.805
10 92 72 0.805
10 92 82 0.805
10 92 92 0.805
11 2 2 0.780166666667
11 2 12 0.78
11 2 22 0.781833333333
11 2 32 0.787
11 2 42 0.789166666667
11 2 52 0.7905
11 2 62 0.790833333333
11 2 72 0.792833333333
11 2 82 0.793666666667
11 2 92 0.794166666667
11 12 2 0.792833333333
11 12 12 0.792833333333
11 12 22 0.792833333333
11 12 32 0.7925
11 12 42 0.795666666667
11 12 52 0.7965
11 12 62 0.799
11 12 72 0.797666666667
11 12 82 0.797333333333
11 12 92 0.797333333333
11 22 2 0.796166666667
11 22 12 0.796166666667
11 22 22 0.796166666667
11 22 32 0.796166666667
11 22 42 0.796166666667
11 22 52 0.798
11 22 62 0.798666666667
11 22 72 0.797666666667
11 22 82 0.798666666667
11 22 92 0.799833333333
11 32 2 0.798666666667
11 32 12 0.798666666667
11 32 22 0.798666666667
11 32 32 0.798666666667
11 32 42 0.798666666667
11 32 52 0.798666666667
11 32 62 0.798666666667
11 32 72 0.799
11 32 82 0.8
11 32 92 0.800666666667
11 42 2 0.799833333333
11 42 12 0.799833333333
11 42 22 0.799833333333
11 42 32 0.799833333333
11 42 42 0.799833333333
11 42 52 0.799833333333
11 42 62 0.799833333333
11 42 72 0.799833333333
11 42 82 0.799833333333
11 42 92 0.8005
11 52 2 0.798833333333
11 52 12 0.798833333333
11 52 22 0.798833333333
11 52 32 0.798833333333
11 52 42 0.798833333333
11 52 52 0.798833333333
11 52 62 0.798833333333
11 52 72 0.798833333333
11 52 82 0.798833333333
11 52 92 0.798833333333
11 62 2 0.802833333333
11 62 12 0.802833333333
11 62 22 0.802833333333
11 62 32 0.802833333333
11 62 42 0.802833333333
11 62 52 0.802833333333
11 62 62 0.802833333333
11 62 72 0.802833333333
11 62 82 0.802833333333
11 62 92 0.802833333333
11 72 2 0.8
11 72 12 0.8
11 72 22 0.8
11 72 32 0.8
11 72 42 0.8
11 72 52 0.8
11 72 62 0.8
11 72 72 0.8
11 72 82 0.8
11 72 92 0.8
11 82 2 0.804833333333
11 82 12 0.804833333333
11 82 22 0.804833333333
11 82 32 0.804833333333
11 82 42 0.804833333333
11 82 52 0.804833333333
11 82 62 0.804833333333
11 82 72 0.804833333333
11 82 82 0.804833333333
11 82 92 0.804833333333
11 92 2 0.805
11 92 12 0.805
11 92 22 0.805
11 92 32 0.805
11 92 42 0.805
11 92 52 0.805
11 92 62 0.805
11 92 72 0.805
11 92 82 0.805
11 92 92 0.805
12 2 2 0.783666666667
12 2 12 0.787
12 2 22 0.779666666667
12 2 32 0.784666666667
12 2 42 0.788333333333
12 2 52 0.790833333333
12 2 62 0.791833333333
12 2 72 0.7935
12 2 82 0.7945
12 2 92 0.795166666667
12 12 2 0.789666666667
12 12 12 0.789666666667
12 12 22 0.789666666667
12 12 32 0.789
12 12 42 0.793333333333
12 12 52 0.795166666667
12 12 62 0.797666666667
12 12 72 0.796333333333
12 12 82 0.796
12 12 92 0.796
12 22 2 0.7965
12 22 12 0.7965
12 22 22 0.7965
12 22 32 0.7965
12 22 42 0.7965
12 22 52 0.798333333333
12 22 62 0.797666666667
12 22 72 0.796833333333
12 22 82 0.797833333333
12 22 92 0.799833333333
12 32 2 0.798166666667
12 32 12 0.798166666667
12 32 22 0.798166666667
12 32 32 0.798166666667
12 32 42 0.798166666667
12 32 52 0.798166666667
12 32 62 0.798166666667
12 32 72 0.7985
12 32 82 0.7995
12 32 92 0.800666666667
12 42 2 0.799833333333
12 42 12 0.799833333333
12 42 22 0.799833333333
12 42 32 0.799833333333
12 42 42 0.799833333333
12 42 52 0.799833333333
12 42 62 0.799833333333
12 42 72 0.799833333333
12 42 82 0.799833333333
12 42 92 0.8005
12 52 2 0.798833333333
12 52 12 0.798833333333
12 52 22 0.798833333333
12 52 32 0.798833333333
12 52 42 0.798833333333
