Height Min_sample_leaf Min_sample_split Validation_Acc
12 52 52 0.798833333333
12 52 62 0.798833333333
12 52 72 0.798833333333
12 52 82 0.798833333333
12 52 92 0.798833333333
12 62 2 0.802833333333
12 62 12 0.802833333333
12 62 22 0.802833333333
12 62 32 0.802833333333
12 62 42 0.802833333333
12 62 52 0.802833333333
12 62 62 0.802833333333
12 62 72 0.802833333333
12 62 82 0.802833333333
12 62 92 0.802833333333
12 72 2 0.8
12 72 12 0.8
12 72 22 0.8
12 72 32 0.8
12 72 42 0.8
12 72 52 0.8
12 72 62 0.8
12 72 72 0.8
12 72 82 0.8
12 72 92 0.8
12 82 2 0.804833333333
12 82 12 0.804833333333
12 82 22 0.804833333333
12 82 32 0.804833333333
12 82 42 0.804833333333
12 82 52 0.804833333333
12 82 62 0.804833333333
12 82 72 0.804833333333
12 82 82 0.804833333333
12 82 92 0.804833333333
12 92 2 0.805
12 92 12 0.805
12 92 22 0.805
12 92 32 0.805
12 92 42 0.805
12 92 52 0.805
12 92 62 0.805
12 92 72 0.805
12 92 82 0.805
12 92 92 0.805
13 2 2 0.770833333333
13 2 12 0.781
13 2 22 0.773
13 2 32 0.779833333333
13 2 42 0.783
13 2 52 0.786
13 2 62 0.787
13 2 72 0.788833333333
13 2 82 0.789166666667
13 2 92 0.793666666667
13 12 2 0.789166666667
13 12 12 0.789166666667
13 12 22 0.789166666667
13 12 32 0.789833333333
13 12 42 0.792833333333
13 12 52 0.794666666667
13 12 62 0.797166666667
13 12 72 0.796166666667
13 12 82 0.795333333333
13 12 92 0.795333333333
13 22 2 0.7965
13 22 12 0.7965
13 22 22 0.7965
13 22 32 0.7965
13 22 42 0.7965
13 22 52 0.798666666667
13 22 62 0.798
13 22 72 0.796833333333
13 22 82 0.797833333333
13 22 92 0.799833333333
13 32 2 0.798166666667
13 32 12 0.798166666667
13 32 22 0.798166666667
13 32 32 0.798166666667
13 32 42 0.798166666667
13 32 52 0.798166666667
13 32 62 0.798166666667
13 32 72 0.7985
13 32 82 0.7995
13 32 92 0.800666666667
13 42 2 0.799833333333
13 42 12 0.799833333333
13 42 22 0.799833333333
13 42 32 0.799833333333
13 42 42 0.799833333333
13 42 52 0.799833333333
13 42 62 0.799833333333
13 42 72 0.799833333333
13 42 82 0.799833333333
13 42 92 0.8005
13 52 2 0.798833333333
13 52 12 0.798833333333
13 52 22 0.798833333333
13 52 32 0.798833333333
13 52 42 0.798833333333
13 52 52 0.798833333333
13 52 62 0.798833333333
13 52 72 0.798833333333
13 52 82 0.798833333333
13 52 92 0.798833333333
13 62 2 0.802833333333
13 62 12 0.802833333333
13 62 22 0.802833333333
13 62 32 0.802833333333
13 62 42 0.802833333333
13 62 52 0.802833333333
13 62 62 0.802833333333
13 62 72 0.802833333333
13 62 82 0.802833333333
13 62 92 0.802833333333
13 72 2 0.8
13 72 12 0.8
13 72 22 0.8
13 72 32 0.8
13 72 42 0.8
13 72 52 0.8
13 72 62 0.8
13 72 72 0.8
13 72 82 0.8
13 72 92 0.8
13 82 2 0.804833333333
13 82 12 0.804833333333
13 82 22 0.804833333333
13 82 32 0.804833333333
13 82 42 0.804833333333
13 82 52 0.804833333333
13 82 62 0.804833333333
13 82 72 0.804833333333
13 82 82 0.804833333333
13 82 92 0.804833333333
13 92 2 0.805
13 92 12 0.805
13 92 22 0.805
13 92 32 0.805
13 92 42 0.805
13 92 52 0.805
13 92 62 0.805
13 92 72 0.805
13 92 82 0.805
13 92 92 0.805
14 2 2 0.768166666667
14 2 12 0.7775
14 2 22 0.769
14 2 32 0.777666666667
14 2 42 0.780833333333
14 2 52 0.7845
14 2 62 0.785166666667
14 2 72 0.787166666667
14 2 82 0.789
14 2 92 0.792666666667
14 12 2 0.785833333333
14 12 12 0.785833333333
14 12 22 0.785833333333
14 12 32 0.7855
14 12 42 0.789666666667
14 12 52 0.793
14 12 62 0.795833333333
14 12 72 0.7955
14 12 82 0.794666666667
14 12 92 0.794666666667
14 22 2 0.7965
14 22 12 0.7965
14 22 22 0.7965
14 22 32 0.7965
14 22 42 0.7965
14 22 52 0.7985
14 22 62 0.798
14 22 72 0.796833333333
14 22 82 0.797833333333
14 22 92 0.799833333333
14 32 2 0.798166666667
14 32 12 0.798166666667
14 32 22 0.798166666667
14 32 32 0.798166666667
14 32 42 0.798166666667
14 32 52 0.798166666667
14 32 62 0.798166666667
14 32 72 0.7985
14 32 82 0.7995
14 32 92 0.800666666667
14 42 2 0.7985
14 42 12 0.7985
14 42 22 0.7985
14 42 32 0.7985
14 42 42 0.7985
14 42 52 0.7985
14 42 62 0.7985
14 42 72 0.7985
14 42 82 0.7985
14 42 92 0.799166666667
14 52 2 0.798833333333
14 52 12 0.798833333333
14 52 22 0.798833333333
14 52 32 0.798833333333
14 52 42 0.798833333333
14 52 52 0.798833333333
14 52 62 0.798833333333
14 52 72 0.798833333333
14 52 82 0.798833333333
14 52 92 0.798833333333
14 62 2 0.802833333333
14 62 12 0.802833333333
14 62 22 0.802833333333
14 62 32 0.802833333333
14 62 42 0.802833333333
14 62 52 0.802833333333
14 62 62 0.802833333333
14 62 72 0.802833333333
14 62 82 0.802833333333
14 62 92 0.802833333333
14 72 2 0.799833333333
14 72 12 0.799833333333
14 72 22 0.799833333333
14 72 32 0.799833333333
14 72 42 0.799833333333
14 72 52 0.799833333333
14 72 62 0.799833333333
14 72 72 0.799833333333
14 72 82 0.799833333333
14 72 92 0.799833333333
14 82 2 0.804833333333
14 82 12 0.804833333333
14 82 22 0.804833333333
14 82 32 0.804833333333
14 82 42 0.804833333333
14 82 52 0.804833333333
14 82 62 0.804833333333
14 82 72 0.804833333333
14 82 82 0.804833333333
14 82 92 0.804833333333
14 92 2 0.805
14 92 12 0.805
14 92 22 0.805
14 92 32 0.805
14 92 42 0.805
14 92 52 0.805
14 92 62 0.805
14 92 72 0.805
14 92 82 0.805
14 92 92 0.805
15 2 2 0.757833333333
15 2 12 0.761
15 2 22 0.758
15 2 32 0.773
15 2 42 0.778333333333
15 2 52 0.783666666667
15 2 62 0.783
15 2 72 0.7865
15 2 82 0.786666666667
15 2 92 0.790166666667
15 12 2 0.781166666667
15 12 12 0.781166666667
15 12 22 0.781166666667
15 12 32 0.782333333333
15 12 42 0.787333333333
15 12 52 0.790833333333
15 12 62 0.793666666667
15 12 72 0.793333333333
15 12 82 0.7925
15 12 92 0.792666666667
15 22 2 0.795666666667
15 22 12 0.795666666667
15 22 22 0.795666666667
15 22 32 0.795666666667
15 22 42 0.795666666667
15 22 52 0.797666666667
15 22 62 0.797166666667
15 22 72 0.796833333333
15 22 82 0.797833333333
15 22 92 0.799833333333
15 32 2 0.797
15 32 12 0.797
15 32 22 0.797
15 32 32 0.797
15 32 42 0.797
15 32 52 0.797
15 32 62 0.797
15 32 72 0.797333333333
15 32 82 0.798333333333
15 32 92 0.7995
15 42 2 0.7985
15 42 12 0.7985
15 42 22 0.7985
15 42 32 0.7985
15 42 42 0.7985
15 42 52 0.7985
15 42 62 0.7985
15 42 72 0.7985
15 42 82 0.7985
15 42 92 0.799166666667
15 52 2 0.798833333333
15 52 12 0.798833333333
15 52 22 0.798833333333
15 52 32 0.798833333333
15 52 42 0.798833333333
15 52 52 0.798833333333
15 52 62 0.798833333333
15 52 72 0.798833333333
15 52 82 0.798833333333
15 52 92 0.798833333333
15 62 2 0.802833333333
15 62 12 0.802833333333
15 62 22 0.802833333333
15 62 32 0.802833333333
15 62 42 0.802833333333
15 62 52 0.802833333333
15 62 62 0.802833333333
15 62 72 0.802833333333
15 62 82 0.802833333333
15 62 92 0.802833333333
15 72 2 0.8
15 72 12 0.8
15 72 22 0.8
15 72 32 0.8
15 72 42 0.8
15 72 52 0.8
15 72 62 0.8
15 72 72 0.8
15 72 82 0.8
15 72 92 0.8
15 82 2 0.804833333333
15 82 12 0.804833333333
15 82 22 0.804833333333
15 82 32 0.804833333333
15 82 42 0.804833333333
15 82 52 0.804833333333
15 82 62 0.804833333333
15 82 72 0.804833333333
15 82 82 0.804833333333
15 82 92 0.804833333333
15 92 2 0.805
15 92 12 0.805
15 92 22 0.805
15 92 32 0.805
15 92 42 0.805
15 92 52 0.805
15 92 62 0.805
15 92 72 0.805
15 92 82 0.805
15 92 92 0.805
16 2 2 0.741166666667
16 2 12 0.753666666667
16 2 22 0.750833333333
16 2 32 0.765333333333
16 2 42 0.773666666667
16 2 52 0.7785
16 2 62 0.779
16 2 72 0.7835
16 2 82 0.786666666667
16 2 92 0.790666666667
16 12 2 0.781333333333
16 12 12 0.781333333333
16 12 22 0.781333333333
16 12 32 0.780666666667
16 12 42 0.787333333333
16 12 52 0.7895
16 12 62 0.7925
16 12 72 0.792833333333
16 12 82 0.792
16 12 92 0.792166666667
16 22 2 0.795
16 22 12 0.795
16 22 22 0.795
16 22 32 0.795
16 22 42 0.795
16 22 52 0.796666666667
16 22 62 0.796
16 22 72 0.795833333333
16 22 82 0.796833333333
16 22 92 0.798833333333
16 32 2 0.797
16 32 12 0.797
16 32 22 0.797
16 32 32 0.797
16 32 42 0.797
16 32 52 0.797
16 32 62 0.797
16 32 72 0.797333333333
16 32 82 0.798333333333
16 32 92 0.7995
16 42 2 0.7985
16 42 12 0.7985
16 42 22 0.7985
16 42 32 0.7985
16 42 42 0.7985
16 42 52 0.7985
16 42 62 0.7985
16 42 72 0.7985
16 42 82 0.7985
16 42 92 0.799166666667
16 52 2 0.798833333333
16 52 12 0.798833333333
16 52 22 0.798833333333
16 52 32 0.798833333333
16 52 42 0.798833333333
16 52 52 0.798833333333
16 52 62 0.798833333333
16 52 72 0.798833333333
16 52 82 0.798833333333
16 52 92 0.798833333333
16 62 2 0.802833333333
16 62 12 0.802833333333
16 62 22 0.802833333333
16 62 32 0.802833333333
16 62 42 0.802833333333
16 62 52 0.802833333333
16 62 62 0.802833333333
16 62 72 0.802833333333
16 62 82 0.802833333333
16 62 92 0.802833333333
16 72 2 0.8
16 72 12 0.8
16 72 22 0.8
16 72 32 0.8
16 72 42 0.8
16 72 52 0.8
16 72 62 0.8
16 72 72 0.8
16 72 82 0.8
16 72 92 0.8
16 82 2 0.804833333333
16 82 12 0.804833333333
16 82 22 0.804833333333
16 82 32 0.804833333333
16 82 42 0.804833333333
16 82 52 0.804833333333
16 82 62 0.804833333333
16 82 72 0.804833333333
16 82 82 0.804833333333
16 82 92 0.804833333333
16 92 2 0.805
16 92 12 0.805
16 92 22 0.805
16 92 32 0.805
16 92 42 0.805
16 92 52 0.805
16 92 62 0.805
16 92 72 0.805
16 92 82 0.805
16 92 92 0.805
17 2 2 0.739
17 2 12 0.754166666667
17 2 22 0.749833333333
17 2 32 0.765166666667
17 2 42 0.772333333333
17 2 52 0.777833333333
17 2 62 0.7785
17 2 72 0.782
17 2 82 0.786
17 2 92 0.79
17 12 2 0.778333333333
17 12 12 0.778333333333
17 12 22 0.778333333333
17 12 32 0.78
17 12 42 0.784166666667
17 12 52 0.7875
17 12 62 0.791833333333
17 12 72 0.792166666667
17 12 82 0.790833333333
17 12 92 0.791
17 22 2 0.795
17 22 12 0.795
17 22 22 0.795
17 22 32 0.795
17 22 42 0.795
17 22 52 0.796666666667
17 22 62 0.796166666667
17 22 72 0.795833333333
17 22 82 0.796833333333
17 22 92 0.798833333333
17 32 2 0.797
17 32 12 0.797
17 32 22 0.797
17 32 32 0.797
17 32 42 0.797
17 32 52 0.797
17 32 62 0.797
17 32 72 0.797333333333
17 32 82 0.798333333333
17 32 92 0.7995
17 42 2 0.7985
17 42 12 0.7985
17 42 22 0.7985
17 42 32 0.7985
17 42 42 0.7985
17 42 52 0.7985
17 42 62 0.7985
17 42 72 0.7985
17 42 82 0.7985
17 42 92 0.799166666667
17 52 2 0.798833333333
17 52 12 0.798833333333
17 52 22 0.798833333333
17 52 32 0.798833333333
17 52 42 0.798833333333
17 52 52 0.798833333333
17 52 62 0.798833333333
17 52 72 0.798833333333
17 52 82 0.798833333333
17 52 92 0.798833333333
17 62 2 0.802833333333
17 62 12 0.802833333333
17 62 22 0.802833333333
17 62 32 0.802833333333
17 62 42 0.802833333333
17 62 52 0.802833333333
17 62 62 0.802833333333
17 62 72 0.802833333333
17 62 82 0.802833333333
17 62 92 0.802833333333
17 72 2 0.8
17 72 12 0.8
17 72 22 0.8
17 72 32 0.8
17 72 42 0.8
17 72 52 0.8
17 72 62 0.8
17 72 72 0.8
17 72 82 0.8
17 72 92 0.8
17 82 2 0.804833333333
17 82 12 0.804833333333
17 82 22 0.804833333333
17 82 32 0.804833333333
17 82 42 0.804833333333
17 82 52 0.804833333333
17 82 62 0.804833333333
17 82 72 0.804833333333
17 82 82 0.804833333333
17 82 92 0.804833333333
17 92 2 0.805
17 92 12 0.805
17 92 22 0.805
17 92 32 0.805
17 92 42 0.805
17 92 52 0.805
17 92 62 0.805
17 92 72 0.805
17 92 82 0.805
17 92 92 0.805
18 2 2 0.734
18 2 12 0.749833333333
18 2 22 0.744
18 2 32 0.763666666667
18 2 42 0.772
18 2 52 0.775666666667
18 2 62 0.778166666667
18 2 72 0.783
18 2 82 0.785333333333
18 2 92 0.789833333333
18 12 2 0.778833333333
18 12 12 0.778833333333
18 12 22 0.778833333333
18 12 32 0.779166666667
18 12 42 0.784833333333
18 12 52 0.7875
18 12 62 0.791833333333
18 12 72 0.792166666667
18 12 82 0.790833333333
18 12 92 0.791
18 22 2 0.794
18 22 12 0.794
18 22 22 0.794
18 22 32 0.794
18 22 42 0.794
18 22 52 0.796666666667
18 22 62 0.796
18 22 72 0.795833333333
18 22 82 0.796833333333
18 22 92 0.798833333333
18 32 2 0.797
18 32 12 0.797
18 32 22 0.797
18 32 32 0.797
18 32 42 0.797
18 32 52 0.797
18 32 62 0.797
18 32 72 0.797333333333
18 32 82 0.798333333333
18 32 92 0.7995
18 42 2 0.7985
18 42 12 0.7985
18 42 22 0.7985
18 42 32 0.7985
18 42 42 0.7985
18 42 52 0.7985
18 42 62 0.7985
18 42 72 0.7985
18 42 82 0.7985
18 42 92 0.799166666667
18 52 2 0.798833333333
18 52 12 0.798833333333
18 52 22 0.798833333333
18 52 32 0.798833333333
18 52 42 0.798833333333
18 52 52 0.798833333333
18 52 62 0.798833333333
18 52 72 0.798833333333
18 52 82 0.798833333333
18 52 92 0.798833333333
18 62 2 0.802833333333
18 62 12 0.802833333333
18 62 22 0.802833333333
18 62 32 0.802833333333
18 62 42 0.802833333333
18 62 52 0.802833333333
18 62 62 0.802833333333
18 62 72 0.802833333333
18 62 82 0.802833333333
18 62 92 0.802833333333
18 72 2 0.8
18 72 12 0.8
18 72 22 0.8
18 72 32 0.8
18 72 42 0.8
18 72 52 0.8
18 72 62 0.8
18 72 72 0.8
18 72 82 0.8
18 72 92 0.8
18 82 2 0.804833333333
18 82 12 0.804833333333
18 82 22 0.804833333333
18 82 32 0.804833333333
18 82 42 0.804833333333
18 82 52 0.804833333333
18 82 62 0.804833333333
18 82 72 0.804833333333
18 82 82 0.804833333333
18 82 92 0.804833333333
18 92 2 0.805
18 92 12 0.805
18 92 22 0.805
18 92 32 0.805
18 92 42 0.805
18 92 52 0.805
18 92 62 0.805
18 92 72 0.805
18 92 82 0.805
18 92 92 0.805
19 2 2 0.7365
19 2 12 0.746666666667
19 2 22 0.745
19 2 32 0.761166666667
19 2 42 0.7695
19 2 52 0.7745
19 2 62 0.7775
19 2 72 0.782333333333
19 2 82 0.785833333333
19 2 92 0.790333333333
19 12 2 0.7785
19 12 12 0.7785
19 12 22 0.7785
19 12 32 0.778333333333
19 12 42 0.784833333333
19 12 52 0.7875
19 12 62 0.791833333333
19 12 72 0.792166666667
19 12 82 0.790833333333
19 12 92 0.791
19 22 2 0.7935
19 22 12 0.7935
19 22 22 0.7935
19 22 32 0.7935
19 22 42 0.7935
19 22 52 0.796666666667
19 22 62 0.796166666667
19 22 72 0.795833333333
19 22 82 0.796833333333
19 22 92 0.798833333333
19 32 2 0.797
19 32 12 0.797
19 32 22 0.797
19 32 32 0.797
19 32 42 0.797
19 32 52 0.797
19 32 62 0.797
19 32 72 0.797333333333
19 32 82 0.798333333333
19 32 92 0.7995
19 42 2 0.7985
19 42 12 0.7985
19 42 22 0.7985
19 42 32 0.7985
19 42 42 0.7985
19 42 52 0.7985
19 42 62 0.7985
19 42 72 0.7985
19 42 82 0.7985
19 42 92 0.799166666667
19 52 2 0.798833333333
19 52 12 0.798833333333
19 52 22 0.798833333333
19 52 32 0.798833333333
19 52 42 0.798833333333
19 52 52 0.798833333333
19 52 62 0.798833333333
19 52 72 0.798833333333
19 52 82 0.798833333333
19 52 92 0.798833333333
19 62 2 0.802833333333
19 62 12 0.802833333333
19 62 22 0.802833333333
19 62 32 0.802833333333
19 62 42 0.802833333333
19 62 52 0.802833333333
19 62 62 0.802833333333
19 62 72 0.802833333333
19 62 82 0.802833333333
19 62 92 0.802833333333
19 72 2 0.8
19 72 12 0.8
19 72 22 0.8
19 72 32 0.8
19 72 42 0.8
19 72 52 0.8
19 72 62 0.8
19 72 72 0.8
19 72 82 0.8
19 72 92 0.8
19 82 2 0.804833333333
19 82 12 0.804833333333
19 82 22 0.804833333333
19 82 32 0.804833333333
19 82 42 0.804833333333
19 82 52 0.804833333333
19 82 62 0.804833333333
19 82 72 0.804833333333
19 82 82 0.804833333333
19 82 92 0.804833333333
19 92 2 0.805
19 92 12 0.805
19 92 22 0.805
19 92 32 0.805
19 92 42 0.805
19 92 52 0.805
19 92 62 0.805
19 92 72 0.805
19 92 82 0.805
19 92 92 0.805
20 2 2 0.733
20 2 12 0.746833333333
20 2 22 0.742166666667
20 2 32 0.759166666667
20 2 42 0.767666666667
20 2 52 0.774666666667
20 2 62 0.776166666667
20 2 72 0.7805
20 2 82 0.785666666667
20 2 92 0.789166666667
20 12 2 0.774166666667
20 12 12 0.774166666667
20 12 22 0.774166666667
20 12 32 0.776166666667
20 12 42 0.784833333333
20 12 52 0.7875
20 12 62 0.791833333333
20 12 72 0.792166666667
20 12 82 0.790833333333
20 12 92 0.791
20 22 2 0.7935
20 22 12 0.7935
20 22 22 0.7935
20 22 32 0.7935
20 22 42 0.7935
20 22 52 0.796833333333
20 22 62 0.796166666667
20 22 72 0.795833333333
20 22 82 0.796833333333
20 22 92 0.798833333333
20 32 2 0.797
20 32 12 0.797
20 32 22 0.797
20 32 32 0.797
20 32 42 0.797
20 32 52 0.797
20 32 62 0.797
20 32 72 0.797333333333
20 32 82 0.798333333333
20 32 92 0.7995
20 42 2 0.7985
20 42 12 0.7985
20 42 22 0.7985
20 42 32 0.7985
20 42 42 0.7985
20 42 52 0.7985
20 42 62 0.7985
20 42 72 0.7985
20 42 82 0.7985
20 42 92 0.799166666667
20 52 2 0.798833333333
20 52 12 0.798833333333
20 52 22 0.798833333333
20 52 32 0.798833333333
20 52 42 0.798833333333
20 52 52 0.798833333333
20 52 62 0.798833333333
20 52 72 0.798833333333
20 52 82 0.798833333333
20 52 92 0.798833333333
20 62 2 0.802833333333
20 62 12 0.802833333333
20 62 22 0.802833333333
20 62 32 0.802833333333
20 62 42 0.802833333333
20 62 52 0.802833333333
20 62 62 0.802833333333
20 62 72 0.802833333333
20 62 82 0.802833333333
20 62 92 0.802833333333
20 72 2 0.8
20 72 12 0.8
20 72 22 0.8
20 72 32 0.8
20 72 42 0.8
20 72 52 0.8
20 72 62 0.8
20 72 72 0.8
20 72 82 0.8
20 72 92 0.8
20 82 2 0.804833333333
20 82 12 0.804833333333
20 82 22 0.804833333333
20 82 32 0.804833333333
20 82 42 0.804833333333
20 82 52 0.804833333333
20 82 62 0.804833333333
20 82 72 0.804833333333
20 82 82 0.804833333333
20 82 92 0.804833333333
20 92 2 0.805
20 92 12 0.805
20 92 22 0.805
20 92 32 0.805
20 92 42 0.805
20 92 52 0.805
20 92 62 0.805
20 92 72 0.805
20 92 82 0.805
20 92 92 0.805
21 2 2 0.721333333333
21 2 12 0.744333333333
21 2 22 0.741
21 2 32 0.761
21 2 42 0.768
21 2 52 0.773166666667
21 2 62 0.7765
21 2 72 0.781833333333
21 2 82 0.785833333333
21 2 92 0.789666666667
21 12 2 0.775
21 12 12 0.775
21 12 22 0.775
21 12 32 0.7765
21 12 42 0.785333333333
21 12 52 0.7875
21 12 62 0.791833333333
21 12 72 0.792166666667
21 12 82 0.790833333333
21 12 92 0.791
21 22 2 0.7935
21 22 12 0.7935
21 22 22 0.7935
21 22 32 0.7935
21 22 42 0.7935
21 22 52 0.796666666667
21 22 62 0.796166666667
21 22 72 0.795833333333
21 22 82 0.796833333333
21 22 92 0.798833333333
21 32 2 0.797
21 32 12 0.797
21 32 22 0.797
21 32 32 0.797
21 32 42 0.797
21 32 52 0.797
21 32 62 0.797
21 32 72 0.797333333333
21 32 82 0.798333333333
21 32 92 0.7995
21 42 2 0.7985
21 42 12 0.7985
21 42 22 0.7985
21 42 32 0.7985
21 42 42 0.7985
21 42 52 0.7985
21 42 62 0.7985
21 42 72 0.7985
21 42 82 0.7985
21 42 92 0.799166666667
21 52 2 0.798833333333
21 52 12 0.798833333333
21 52 22 0.798833333333
21 52 32 0.798833333333
21 52 42 0.798833333333
21 52 52 0.798833333333
21 52 62 0.798833333333
21 52 72 0.798833333333
21 52 82 0.798833333333
21 52 92 0.798833333333
21 62 2 0.802833333333
21 62 12 0.802833333333
21 62 22 0.802833333333
21 62 32 0.802833333333
21 62 42 0.802833333333
21 62 52 0.802833333333
21 62 62 0.802833333333
21 62 72 0.802833333333
21 62 82 0.802833333333
21 62 92 0.802833333333
21 72 2 0.8
21 72 12 0.8
21 72 22 0.8
21 72 32 0.8
21 72 42 0.8
21 72 52 0.8
21 72 62 0.8
21 72 72 0.8
21 72 82 0.8
21 72 92 0.8
21 82 2 0.804833333333
21 82 12 0.804833333333
21 82 22 0.804833333333
21 82 32 0.804833333333
21 82 42 0.804833333333
21 82 52 0.804833333333
21 82 62 0.804833333333
21 82 72 0.804833333333
21 82 82 0.804833333333
21 82 92 0.804833333333
21 92 2 0.805
21 92 12 0.805
21 92 22 0.805
21 92 32 0.805
21 92 42 0.805
21 92 52 0.805
21 92 62 0.805
21 92 72 0.805
21 92 82 0.805
21 92 92 0.805
22 2 2 0.721166666667
22 2 12 0.7405
22 2 22 0.739833333333
22 2 32 0.7575
22 2 42 0.769166666667
22 2 52 0.775
22 2 62 0.776333333333
22 2 72 0.780666666667
22 2 82 0.785
22 2 92 0.789833333333
22 12 2 0.776666666667
22 12 12 0.776666666667
22 12 22 0.776666666667
22 12 32 0.777333333333
22 12 42 0.785333333333
22 12 52 0.7875
22 12 62 0.791833333333
22 12 72 0.792166666667
22 12 82 0.790833333333
22 12 92 0.791
22 22 2 0.794
22 22 12 0.794
22 22 22 0.794
22 22 32 0.794
22 22 42 0.794
22 22 52 0.796666666667
22 22 62 0.796
22 22 72 0.795833333333
22 22 82 0.796833333333
22 22 92 0.798833333333
22 32 2 0.797
22 32 12 0.797
22 32 22 0.797
22 32 32 0.797
22 32 42 0.797
22 32 52 0.797
22 32 62 0.797
22 32 72 0.797333333333
22 32 82 0.798333333333
22 32 92 0.7995
22 42 2 0.7985
22 42 12 0.7985
22 42 22 0.7985
22 42 32 0.7985
22 42 42 0.7985
22 42 52 0.7985
22 42 62 0.7985
22 42 72 0.7985
22 42 82 0.7985
22 42 92 0.799166666667
22 52 2 0.798833333333
22 52 12 0.798833333333
22 52 22 0.798833333333
22 52 32 0.798833333333
22 52 42 0.798833333333
22 52 52 0.798833333333
22 52 62 0.798833333333
22 52 72 0.798833333333
22 52 82 0.798833333333
22 52 92 0.798833333333
22 62 2 0.802833333333
22 62 12 0.802833333333
22 62 22 0.802833333333
22 62 32 0.802833333333
22 62 42 0.802833333333
22 62 52 0.802833333333
22 62 62 0.802833333333
22 62 72 0.802833333333
22 62 82 0.802833333333
22 62 92 0.802833333333
22 72 2 0.8
22 72 12 0.8
22 72 22 0.8
22 72 32 0.8
22 72 42 0.8
22 72 52 0.8
22 72 62 0.8
22 72 72 0.8
22 72 82 0.8
22 72 92 0.8
22 82 2 0.804833333333
22 82 12 0.804833333333
22 82 22 0.804833333333
22 82 32 0.804833333333
22 82 42 0.804833333333
22 82 52 0.804833333333
22 82 62 0.804833333333
22 82 72 0.804833333333
22 82 82 0.804833333333
22 82 92 0.804833333333
22 92 2 0.805
22 92 12 0.805
22 92 22 0.805
22 92 32 0.805
22 92 42 0.805
22 92 52 0.805
22 92 62 0.805
22 92 72 0.805
22 92 82 0.805
22 92 92 0.805
-Shashwat
